,SMILES
13409,Clc1cccc2cccnc12
13410,CC(C)c1ccccc1-c1ccccc1
13411,CCCCCCCBr
13412,NC(=O)NC1OC(=O)c2ccccc21
13413,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O
13414,CC(NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1
13415,NN(c1ccccc1)c1ccccc1
13416,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)[nH]c21
13417,CNCCNC
13418,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSCC#N)C2SC1
13419,Nc1ccc(S(=O)(=O)Nc2cccnc2Cl)cc1
13420,N#CC1CC(NCC(=O)O)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1
13421,CCC(C)(C)c1ccc(CC(=O)O)cc1
13422,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O
13423,O=C1C(O)N=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CCO
13424,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
13425,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
13426,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1
13427,NC(=O)c1cc(-c2ccc(OCCN3CCCOCC3)c(Cl)c2)nc2c1[nH]c1cc(N3CCOCC3)ccc12
13428,CCCc1nnc(SC)n(N)c1=O
13429,Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1
13430,COC(=O)CCCCCC(=O)OC
13431,COP(=O)(OC)OC=C(Cl)Cl
13432,C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3
13433,CCCCC1(CCCC)C(=O)NC(=O)NC1=O
13434,NS(=O)(=O)c1ccc2ccccc2c1
13435,c1ccc2c(c1)ccc1ccccc12
13436,Nc1ccc(Sc2ccc(N)cc2)cc1
13437,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21
13438,COc1cc(S(C)=O)ccc1-c1nc2ncncc2[nH]1
13439,COP(=O)(OC)Oc1cc(C)c([N+](=O)[O-])c(C)c1
13440,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
13441,CC(O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1
13442,O=C(c1ccccc1)c1ccccc1O
13443,Nc1nonc1-c1ccccc1
13444,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1
13445,CCCCCCCCCCCC[n+]1cc(C)cc(C)c1
13446,CCCCn1cccc(O)c1=O
13447,Nc1ccn(C2OC3COC2C3O)c(=O)n1
13448,NC(=O)C(=Cc1ccccc1)C(N)=O
13449,O=C(CN1CCCCC1)Nc1ccccc1Br
13450,CCOCOc1ccc(C(=O)Nc2cccc(Cl)c2Cl)cc1
13451,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C(C)(C)O)CC2)CC1
13452,O=C(NN=Cc1ccco1)Nc1ccccc1
13453,CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1
13454,N=C(N)NN=C1C=CC(=NNC(N)=O)C=C1
13455,c1ccc2c(c1)CCO2
13456,O=C(O)c1ccc([N+](=O)[O-])c(O)c1
13457,CC1(C)COC(C)(C)N1O
13458,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
13459,Oc1ccc(-c2nc3ccccc3c3ncnc4[nH]cc2c43)c(Cl)c1
13460,CC(OP(C)(=O)F)C(C)(C)C
13461,c1cn[nH]n1
13462,ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1
13463,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)C(C#N)C1
13464,Nc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1
13465,O=C1C=CC(=O)C(c2ccccc2)=C1
13466,O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O
13467,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1
13468,CN(C)C(=O)Oc1ccc(C#N)cc1
13469,COC(=O)CCC(=O)OC
13470,NC(=O)c1ccc[nH]1
13471,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)C(F)(F)F
13472,Cc1nn(-c2ccccc2)c(Nc2ccccc2)c1[N+](=O)[O-]
13473,CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
13474,Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2C1
13475,COc1ccc(-c2ncc[nH]2)c(OC)c1
13476,CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1
13477,CC(C)NCC(O)COc1ccccc1C1CC1
13478,COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
13479,CC(C)NC(=O)COC(=O)c1ccccc1
13480,COc1ccc(I)cc1Cc1cnc(N)nc1N
13481,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
13482,CNC(=O)Oc1ccc(Cl)c(Cl)c1
13483,COC(=O)C(C#N)=NNc1ccc(Cl)c(C(F)F)c1
13484,COc1cc(S(=O)(=O)CCN2CCOCC2)cc(OC)c1OC
13485,CN1CCCC1=O
13486,Cc1ncc(CO)c(C=NNC(=O)c2cccs2)c1O
13487,CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC
13488,CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N
13489,CNC(=O)ON=C1SC(C)OC1C
13490,Cc1ccc(C)c(Cc2ccccc2)c1
13491,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C
13492,O=C1CCCO1
13493,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
13494,CCNC(=O)c1ccccc1OCC
13495,CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
13496,CCC(C)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O
13497,CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
13498,CCCCCCCCCCCCCC(=O)OC
13499,NNC(=O)c1ccccc1Br
13500,NC(N)=Nc1ccccc1
13501,NC(=O)NC(=O)Cc1ccccc1
13502,Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1
13503,CC(C)(O)C(=O)O
13504,CN(C)C(=O)OCc1ccc(C#N)cc1
13505,CCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl
13506,O=c1cc(-c2c(Cl)cccc2Cl)oc2ccccc12
13507,CC(C)C(=O)NCCNCC(O)COC1CCCc2ccccc21
13508,O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)F
13509,O=[N+]([O-])c1ccc2ccccc2c1
13510,CCc1cc(=O)ss1
13511,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCCC1
13512,CCCCCCCC[n+]1ccccc1
13513,Brc1ccccn1
13514,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
13515,CCOc1ccc(C2(C(=O)OC)CC2(Cl)Cl)cc1
13516,CCOP(=O)(OCC)SCS(=O)(=O)CC
13517,Brc1ccc(-c2cc3ccccn3c2)cc1
13518,Nc1nc(=O)c2ncn(C3C=CC(CO)O3)c2[nH]1
13519,O=C1c2ccccc2-c2ccccc21
13520,Clc1cccc(N2CCNCC2)c1
13521,CC1NCCN1CCO
13522,CC(=O)Nc1ccc(O)cc1C
13523,N#CN=[N+]([O-])c1ccc(C(F)(F)F)cc1
13524,CCCCCCCCn1c(N)c(N)c(=O)[nH]c1=O
13525,C#CCC(O)(c1cccnc1)c1ccc(Cl)c(Cl)c1
13526,Cn1c(=O)sc2ccccc21
13527,N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1
13528,OC(Cn1ccnc1)(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
13529,CC(=O)N(C)N=Nc1ccc(C(N)=O)cc1
13530,CCC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
13531,O=c1cc(CI)occ1O
13532,OCC1OC(SCCCc2ccccc2)C(O)C(O)C1O
13533,CCCCCN(CCCCC)N=O
13534,CNC(=O)COC(=O)c1ccccc1
13535,CN(C)C(=O)Nc1ccccc1
13536,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
13537,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)(C)O
13538,COc1cc(S(C)=O)ccc1-c1nc2ncc(N)cc2[nH]1
13539,CCCC(=NOCC)C1=C(O)CC2(CCCC3CCCCC32)OC1=O
13540,CS(=O)(=O)c1ccccc1Nc1nc2c(Nc3ccccc3S(C)(=O)=O)cccn2n1
13541,CNC(C)C(O)c1ccccc1
13542,Cc1cc(-n2c(=O)cc(C)n2C)nc(C)n1
13543,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
13544,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O
13545,COc1ccccc1C=CC(=O)O
13546,Cc1cccc(C#N)n1
13547,O=[N+]([O-])c1ccc(F)cc1O
13548,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
13549,CC(=O)Nc1c(F)ccc(C(F)(F)F)c1Br
13550,CN1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1
13551,CCCCc1ccc2nc(C(F)(F)F)[nH]c2c1
13552,C1=CCC=CC1
13553,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)c(F)c21
13554,c1ccc(-c2nc3ccccc3s2)cc1
13555,S=c1nccc[nH]1
13556,COc1ccc(C2=NC(C(=O)O)CS2)c(O)c1OC
13557,NS(=O)(=O)c1ccc(Cl)cc1
13558,CCC(C)N
13559,CCN(CC)CCCC(=O)Nc1c(C)cccc1C
13560,CCNP(=O)(OC)SC
13561,Cc1ccc(O)c(C)c1
13562,O=[N+]([O-])c1cccnc1
13563,COC(=O)c1cc(C)ccc1C1=NC(=O)C(C)(C(C)C)N1
13564,CN(C)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1
13565,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1Cl
13566,CC(=O)Nc1ncnc2c1ncn2C1CC(O)C(CO)O1
13567,CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)S(C)(=O)=O
13568,CN(C)c1ccc2c(c1)C(=O)N(OS(C)(=O)=O)C2=O
13569,c1ccc(Nc2cccc3ccccc23)cc1
13570,COC(=O)CS(=O)(=O)c1ccccc1[N+](=O)[O-]
13571,COC(=O)C(C)=CC1C(C(=O)OCc2cccc(C(=O)c3ccccc3)c2)C1(C)C
13572,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCN(S(C)(=O)=O)CC3)c2n1
13573,Oc1c(Cl)cc(Cl)cc1Cl
13574,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[N+]([O-])(CCO)CC1
13575,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
13576,COC(=O)Sc1ncc(C=C(C(=O)OC)C(=O)OC)n1C
13577,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
13578,CC(C)C1(C)N=C(c2ncc(CO)cc2C(=O)O)NC1=O
13579,CC1CC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)CC#N)C1
13580,O=C(O)c1ccc(Cl)cc1Nc1cccc(Br)c1
13581,O=C(O)c1ccc(O)cc1O
13582,NC(=O)c1c(F)cccc1F
13583,Cc1cc(Br)cc(C)c1N=C1NCCN1
13584,O=C(Nc1ccc(F)cc1F)c1cc(Cl)cc(Cl)c1O
13585,CN1C=CCC1c1cccnc1
13586,OCC1CCC(n2cnc3c(F)ncnc32)O1
13587,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
13588,CCOC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N2CCCC2C(N)=O)c1
13589,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12
13590,CN(C)c1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1
13591,CCN
13592,O=C(C=Cc1ccco1)c1ccco1
13593,CCN(C(=O)c1cc2c3c(ncn3C)c(NC)nc2n1CC(O)CO)C(C)C
13594,Cc1no[n+]([O-])c1N
13595,CSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
13596,Clc1cccc(N2CCN(CCn3nc4ccccc4n3)CC2)c1
13597,NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
13598,Cc1ncc(S(=O)(=O)NC2CC(N(C)c3[nH]cnc4nccc3-4)C2)s1
13599,CC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2
13600,COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341
13601,CCc1ccc(C)cc1
13602,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cc(F)cc(Cl)c2)n1
13603,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)C2)CC1
13604,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O
13605,O=C(O)CCCOc1cccc2ccccc12
13606,CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)NCCCl
13607,OC(CNCC1COc2ccccc2O1)CON=C(C1CC1)C1CC1
13608,CSC1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1
13609,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13610,O=C(O)Cc1c[nH]c2ccccc12
13611,NC(=O)C(=Cc1cccc(F)c1)C(N)=O
13612,CC(=O)Oc1cccc(C(=O)O)c1
13613,CCC(N)C(=O)Nc1c(C)cccc1C
13614,O=NN(c1ccccc1)c1ccccc1
13615,NC(=O)C(CCCN1CC2CCC(CC2)C1)(c1ccccc1)c1ccccn1
13616,O=C(O)c1cc(Cl)ccc1Cl
13617,COc1ccc(OCC2CN=C(N)O2)cc1
13618,Cc1ccc(C)n1Nc1ccc(N2C(C)COCC2C)nn1
13619,Cc1cc(Br)cc(C(=O)NC(C)C)c1O
13620,Clc1ccc(N2CCN(CCn3nnc4ccccc43)CC2)cc1
13621,CC(=O)OCC=C(C)CCC=C(C)C
13622,CCN(CC)N=Nc1ccc(S(C)(=O)=O)cc1
13623,CC(N)C(=O)O
13624,O=[N+]([O-])c1cc(F)ccc1F
13625,CC(C)O[PH](=O)OC(C)C
13626,NC(=O)c1cncc(Cl)n1
13627,COC(=O)C(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
13628,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
13629,CCOC(=O)c1cc2ccc(CC)cc2nn1
13630,CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1
13631,CCc1ccc(F)c(NC(=O)N(C)C(=O)NC)c1
13632,CCCCCCCCC
13633,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
13634,Cc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1
13635,O=[N+]([O-])c1cnc(NC2=NCCN2CCO)s1
13636,Cc1oc2c(C)cc3ccc(=O)oc3c2c1C
13637,NC(=O)OCc1ccc(Cl)cc1
13638,OCC1OC(Oc2ccc(I)c(OC3OC(CO)C(O)C(O)C3O)c2I)C(O)C(O)C1O
13639,CCCCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
13640,CN1CCC(c2cccc(Nc3nc4c(-c5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1
13641,NC=O
13642,O=C1CCCN1
13643,Nc1ccc2nc3ccccn3c2n1
13644,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl
13645,CCCCCCCCCCCCCc1ccc(O)cc1
13646,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(OC)cc(OC)c1
13647,CCCCCCC(C)O
13648,CC1(C)Oc2c(O)cccc2C1=O
13649,COC(=O)Nc1cccc(C(F)(F)F)c1
13650,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C)(CO)C2)CC1
13651,Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl
13652,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O
13653,Clc1nc2c(Cl)c(Cl)c(Cl)c(Cl)c2[nH]1
13654,CCCc1nc(Nc2ccccc2OC)nc(N2CCOCC2)n1
13655,CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
13656,CN(C=O)c1ccccc1
13657,OCCc1cccnc1
13658,O=C(O)c1ccccc1Nc1cccc(Cl)c1
13659,O=Cc1ccc([N+](=O)[O-])cc1
13660,CC(=O)Nc1ccccc1NC(C)=O
13661,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C(F)(F)F
13662,O=S(=O)(Cc1ccccc1)c1ccccc1
13663,CN1CCN(Cc2cnccc2Cl)C1=N[N+](=O)[O-]
13664,CC(=O)Nc1cncc(C)n1
13665,NC(Cc1ccc(F)cc1)C(=O)O
13666,COC(=O)C(=Cc1ccccc1)C(=O)OC
13667,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
13668,CCOC(=O)c1ccc(Cl)nn1
13669,O=C(CN1CCCCC1)NC1COc2ccccc21
13670,C=C(C)C(=O)OC(C)(C)C
13671,CN(C)C(=O)CC1CCCCC1
13672,O=C(NC1CCC(O)CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12
13673,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O
13674,c1cncc(CCN2CCCC2)c1
13675,N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1
13676,N#Cc1cn[nH]c1
13677,C=CCC(NC(=O)C(Cc1ccc(OC)cc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
13678,NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
13679,CS(=O)c1ccsc1
13680,O=Cc1ccncc1
13681,CCOC(=O)c1ccccc1
13682,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(=C)C1C(O)C3OC3(C)C21O
13683,C#CCNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1
13684,Cn1c([N+](=O)[O-])cnc1-c1ccc(C(N)=O)cc1
13685,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(C(N)=O)nc3)ncc2C1
13686,Cc1ncc([N+](=O)[O-])n1CC(O)Cn1c([N+](=O)[O-])cnc1C
13687,CCCOC
13688,COC(=O)CCCc1ccccc1
13689,O=C(O)c1ccccc1Nc1ccccc1
13690,COCCNC(=O)Cn1cnc([N+](=O)[O-])n1
13691,Cc1cc(C)cc(NCc2cnc3nc(N)nc(N)c3c2C)c1
13692,C=CC(=O)NCCCN(CCO)CCO
13693,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
13694,NC(=O)Nc1ccccc1
13695,O=[N+]([O-])c1cncnc1
13696,COc1ccc(Cn2cncn2)cc1
13697,Clc1cccc(Cl)c1
13698,CCOc1ccc2nccnc2c1
13699,CC(NC(=O)N(CCCl)N=O)C(=O)O
13700,C1CCCCC1
13701,O=C1NC(=O)C2(CCC2)C(=O)N1
13702,CCCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
13703,N#CC1CC(NC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1
13704,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(O)(CCl)C1C(OC(C)=O)C=C(C)C21O
13705,CC(C(N)=O)n1nnc2ccccc21
13706,CCC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1
13707,Cc1cccc(C)c1N(CCCN1CCCCC1)C(=O)Cc1ccccc1
13708,CCc1nccnc1OC
13709,Cn1c([N+](=O)[O-])cnc1C1CC1
13710,C[As](=O)(O)O
13711,OC(Cn1ccnc1)(c1ccc(F)cc1)c1cccc(-c2ccncc2)c1
13712,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1
13713,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
13714,CN(C)c1ccc2c(c1)C(=O)N(S(C)(=O)=O)C2=O
13715,CNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1
13716,CCCCCCCCCCCCOS(=O)(=O)O
13717,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5ccccc5OCC(F)F)cccn4n3)cc2CC1
13718,CC(C)N(C(=O)c1ccccc1)C(C)C
13719,C1OC1C1CO1
13720,Clc1cc(Cl)c2c(oc3cccc(Cl)c32)c1Cl
13721,COC(=O)C(=Cc1ccc(C(=O)OC)o1)[N+](=O)[O-]
13722,Cc1cccc(OC(C)C(=O)NNC(C)C)c1
13723,COc1cccc([N+]([O-])=NC#N)c1
13724,c1ccc(CCCc2ccccc2)cc1
13725,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1
13726,COc1cc(C=O)ccc1OCCOC(=O)c1ccc(Cl)cc1
13727,COc1cc(Cl)c(Cl)c(Cl)c1
13728,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(=O)O
13729,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
13730,CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1
13731,CS(=O)(=O)Nc1cccc(NS(C)(=O)=O)c1
13732,N#Cc1nccnc1C#N
13733,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
13734,CC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1
13735,CN1CCN(c2cccc(Nc3nc4c(NCc5ccc(F)cc5)cccn4n3)c2)CC1
13736,CC(=O)Nc1c(F)cccc1F
13737,COc1ccc(NC(=O)NC(=N)N)cc1
13738,CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O
13739,O=C1Nc2ccccc2C1c1ccccc1
13740,FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
13741,CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F
13742,N#CC(C#N)=NNc1cccc(Cl)c1
13743,CCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1
13744,CCCS(=O)(=O)CC1CC(N(C)c2[nH]cnc3nccc2-3)C1
13745,CCCCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)N(C)C
13746,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)C=Cc1ccccc1
13747,CC(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
13748,CCOC(=O)OCn1c(=O)[nH]cc(F)c1=O
13749,c1cncc(C2CCCN2)c1
13750,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21
13751,CCCCCCCCCCCc1cccc(O)c1
13752,COc1ccc(C2Cc3c(Cl)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
13753,NC1C2CCC1c1cccc(C(F)(F)F)c1C2
13754,COC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1CC(O)C(OC2CC(O)C(OC)C(C)O2)C(C)O1
13755,CS(=O)(=O)c1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1
13756,O=C(O)COc1ccccc1F
13757,O=P1(NCCCl)OCCCN1CCCl
13758,COc1cc(C(=O)O)ccc1O
13759,S=C=Nc1ccc(Br)cc1
13760,NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c1[nH]c1ccc(C(=O)NC3CCNC3)cc12
13761,CC(=O)Nc1cc(Cl)ccc1C
13762,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
13763,CCOC(=O)N1COCc2c1ccc1cc3ccc4c(c3nc21)COCN4C(=O)OCC
13764,Cc1cccc(O)c1
13765,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
13766,COc1cc(C(F)F)ccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12
13767,COc1ccc(OC(=O)N(C)C)cc1
13768,Clc1ccc2cc(Cl)c(Cl)cc2c1
13769,CC(=O)Oc1ccc(C)cc1
13770,N#CN=Nc1ccccc1
13771,CCOC(=O)C1=CNC2CCCCN2C1=O
13772,O=c1ccocc1O
13773,CCCn1cccc(O)c1=O
13774,O=C(O)c1ccccc1N1C(=O)CCC1=O
13775,COC(=O)c1ccc([N+](=O)[O-])cc1
13776,CC(C)CC(N)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O
13777,CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1
13778,CSc1cccc(-c2nc(N)nc(N)n2)c1
13779,CC(=O)c1ccccc1Cl
13780,O=C(O)c1ccc(Cl)c(Cl)c1
13781,O=C1CCC(=O)N1c1ccc(Cl)cc1
13782,CNC(=O)c1cccc(-c2cccn3nc(Nc4ccccc4OC)nc23)c1
13783,c1cnc2ccc3ncccc3c2c1
13784,CC=C(C)C(=O)OC1CC(C)CCC1C(C)C
13785,O=C(O)CCCCON=C(c1ccccc1)c1cncnc1
13786,CNc1ccc([N+](=O)[O-])cc1
13787,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
13788,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
13789,CC(=O)Nc1ccc(S(=O)(=O)F)cc1
13790,CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl
13791,COc1ccc(-c2nc3cnccc3n2C)c(OC)c1
13792,CC=CC(=O)Nc1ccc(Cl)c(Cl)c1
13793,CC(C)c1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1
13794,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N2CCOCC2)C(O)C(C)O1
13795,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O
13796,O=C(O)C=CC(=O)O
13797,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O
13798,C1COCCO1
